,location,price,bedrooms,bathrooms,floors,lands,realestate_category,type,link
1805,"Chey Chumneah, Daun Penh, Phnom Penh","$1,500permonth",2,5.0,66,,House,rent,https://www.realestate.com.kh/buy/chey-chumneah/2-bed-5-bath-house-185117/
1806,"Sla Kram, Siem Reap, Siem Reap",$600permonth,2,,,,Villa,rent,https://www.realestate.com.kh/rent/sla-kram/2-bed-villa-184979/
1807,"Kouk Roka, Prek Pnov, Phnom Penh",$400permonth,4,5.0,,,House,rent,https://www.realestate.com.kh/buy/kouk-roka/4-bed-5-bath-house-184703/
1808,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$330permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/apartment-184445/
1809,"BKK 1, Chamkarmon, Phnom Penh",$600permonth,,,30,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/apartment-184444/
1810,"Svay Dankum, Siem Reap, Siem Reap",$280permonth,1,1.0,,,Flat,rent,https://www.realestate.com.kh/rent/svay-dankum/1-bed-1-bath-flat-184443/
1811,"Boeung Tumpun, Meanchey, Phnom Penh",$700permonth,,,25,,Condo,rent,https://www.realestate.com.kh/rent/boeung-tumpun/condo-179951/
1812," Sala Kamraeuk, Siem Reap, Siem Reap",$650permonth,2,4.0,,,Villa,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/2-bed-4-bath-villa-171872/
1813,"Siem Reap, Siem Reap",$250permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/siem-reap/apartment-168397/
1814,"Sla Kram, Siem Reap, Siem Reap",$400permonth,,,,,House,rent,https://www.realestate.com.kh/rent/sla-kram/house-168396/
1815,"Sala Kamraeuk, Siem Reap, Siem Reap",$180permonth,,,,,Flat,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/flat-168394/
1816,"BKK 3, Chamkarmon, Phnom Penh",$190permonth,,,,,Flat,rent,https://www.realestate.com.kh/rent/bkk-3/flat-168393/
1817,"BKK 1, Chamkarmon, Phnom Penh","$3,500permonth",,,138,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/apartment-168392/
1818,"BKK 3, Chamkarmon, Phnom Penh","$2,000permonth",,,220,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-3/apartment-168391/
1819,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$350permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/apartment-168390/
1820,"BKK 3, Chamkarmon, Phnom Penh",$500permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-3/apartment-168389/
1821,"Sen Sok, Phnom Penh",$390permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/sen-sok/apartment-168388/
1822,"Svay Dankum, Siem Reap, Siem Reap",$350permonth,,,,,House,rent,https://www.realestate.com.kh/rent/svay-dankum/house-166619/
1823,"Svay Dankum, Siem Reap, Siem Reap",$300permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/svay-dankum/apartment-166618/
1824,"Svay Dankum, Siem Reap, Siem Reap",$100permonth,,,,,Flat,rent,https://www.realestate.com.kh/rent/svay-dankum/flat-166617/
1825,"Tuek Thla, Sen Sok, Phnom Penh","$1,500permonth",,,,,Twin,rent,https://www.realestate.com.kh/rent/tuek-thla/twin-villa-166560/
1826,"Siem Reap, Siem Reap",$280permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/siem-reap/apartment-165211/
1827,"Daun Penh, Phnom Penh",$300permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/daun-penh/apartment-165209/
1828,"Tuek Thla, Sen Sok, Phnom Penh","$1,500permonth",,,,,Twin,rent,https://www.realestate.com.kh/rent/tuek-thla/twin-villa-165208/
1829,"BKK 1, Chamkarmon, Phnom Penh",$550permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/apartment-165206/
1830,"BKK 3, Chamkarmon, Phnom Penh",$800permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-3/apartment-165204/
1831,"Sala Kamraeuk, Siem Reap, Siem Reap",$400permonth,,,,,House,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/house-165109/
1832,"Sla Kram, Siem Reap, Siem Reap",$350permonth,,,,,House,rent,https://www.realestate.com.kh/rent/sla-kram/house-165108/
1833,"Siem Reap, Siem Reap",$400permonth,,,,,Villa,rent,https://www.realestate.com.kh/rent/siem-reap/villa-165107/
1834,"Preaek Lieb, Chroy Changvar, Phnom Penh","$1,500permonth",,,72,,Twin,rent,https://www.realestate.com.kh/rent/preaek-lieb/twin-villa-165104/
1835,"BKK 1, Chamkarmon, Phnom Penh","$2,300permonth",,,160,,Villa,rent,https://www.realestate.com.kh/rent/bkk-1/villa-165103/
1836,"Siem Reap, Siem Reap",$180permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/siem-reap/apartment-165102/
1837,"Siem Reap, Siem Reap",$210permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/siem-reap/apartment-165101/
1838,"Siem Reap, Siem Reap",$150permonth,,,,,Flat,rent,https://www.realestate.com.kh/rent/siem-reap/flat-165100/
1839,"Sla Kram, Siem Reap, Siem Reap",$200permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/sla-kram/apartment-165099/
1840,"Siem Reap, Siem Reap",$100permonth,,,,,Flat,rent,https://www.realestate.com.kh/rent/siem-reap/flat-165008/
1841,"Siem Reap, Siem Reap",$900permonth,,,,,Villa,rent,https://www.realestate.com.kh/rent/siem-reap/villa-165006/
1842,"Sla Kram, Siem Reap, Siem Reap",$160permonth,,,,,Flat,rent,https://www.realestate.com.kh/rent/sla-kram/flat-165005/
1843,"Daun Penh, Phnom Penh",$350permonth,,,,,Flat,rent,https://www.realestate.com.kh/rent/daun-penh/flat-165004/
1844,"Boeung Tumpun, Meanchey, Phnom Penh",$250permonth,,,,,Serviced,rent,https://www.realestate.com.kh/rent/boeung-tumpun/serviced-apartment-165003/
1845,"BKK 1, Chamkarmon, Phnom Penh",$800permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/apartment-164878/
1846,"Toul Kork, Phnom Penh",$550permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/toul-kork/apartment-164877/
1847,"Ou Baek K'am, Sen Sok, Phnom Penh",$250permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/ou-baek-kam/apartment-164876/
1848,"Toul Kork, Phnom Penh",$350permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/toul-kork/apartment-164874/
1849,"Toul Kork, Phnom Penh",$350permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/toul-kork/apartment-164873/
1850,"Toul Kork, Phnom Penh",$450permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/toul-kork/apartment-164872/
1851,"Kampot, Kampot",$350permonth,,,,,House,rent,https://www.realestate.com.kh/rent/kampot/house-164871/
1852,"Siem Reap, Siem Reap",$400permonth,,,,,Serviced,rent,https://www.realestate.com.kh/rent/siem-reap/serviced-apartment-164870/
1853,"Sla Kram, Siem Reap, Siem Reap",$300permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/sla-kram/apartment-164869/
1854,"Siem Reap, Siem Reap",$650permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/siem-reap/apartment-164868/
1855,"Sla Kram, Siem Reap, Siem Reap",$450permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/sla-kram/apartment-164867/
1856,"BKK 1, Chamkarmon, Phnom Penh","$1,650permonth",,,105,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/apartment-164866/
1857,"BKK 3, Chamkarmon, Phnom Penh",$420permonth,,,65,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-3/apartment-164865/
1858,"Chak Angrae Leu, Meanchey, Phnom Penh",$750permonth,,,72,,Condo,rent,https://www.realestate.com.kh/rent/chak-angrae-leu/condo-164716/
1859,"BKK 1, Chamkarmon, Phnom Penh",$900permonth,,,,,Condo,rent,https://www.realestate.com.kh/rent/bkk-1/condo-164715/
1860,"Toul Kork, Phnom Penh",$530permonth,,,52,,Apartment,rent,https://www.realestate.com.kh/rent/toul-kork/apartment-164714/
1861,"BKK 1, Chamkarmon, Phnom Penh",$700permonth,,,75,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/apartment-164713/
1862,"Kampot, Kampot",$300permonth,,,,,House,rent,https://www.realestate.com.kh/rent/kampot/house-164711/
1863,"Kampot, Kampot",$300permonth,,,,,House,rent,https://www.realestate.com.kh/rent/kampot/house-164710/
1864,"Sla Kram, Siem Reap, Siem Reap",$300permonth,,,,,House,rent,https://www.realestate.com.kh/rent/sla-kram/house-164709/
1865,"Siem Reap, Siem Reap",$150permonth,,,,,House,rent,https://www.realestate.com.kh/rent/siem-reap/house-164588/
1866,"Chamkarmon, Phnom Penh",$299permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/chamkarmon/apartment-164587/
1867,"Nirouth, Chbar Ampov, Phnom Penh","$1,400permonth",,,72,,Twin,rent,https://www.realestate.com.kh/rent/nirouth/twin-villa-164586/
1868,"Meanchey, Phnom Penh",$550permonth,,,61,,Villa,rent,https://www.realestate.com.kh/rent/meanchey/villa-164585/
1869,"Daun Penh, Phnom Penh",$425permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/daun-penh/apartment-164544/
1870,"Sala Kamraeuk, Siem Reap, Siem Reap",$550permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/apartment-164543/
1871,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$550permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/apartment-164542/
1872,"Chroy Changvar, Chroy Changvar, Phnom Penh","$2,500permonth",,,,,Villa,rent,https://www.realestate.com.kh/rent/chroy-changvar/villa-164541/
1873,"Daun Penh, Phnom Penh",$650permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/daun-penh/apartment-164540/
1874,"Svay Dankum, Siem Reap, Siem Reap",$300permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/svay-dankum/apartment-164539/
1875,"Sla Kram, Siem Reap, Siem Reap",$400permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/sla-kram/apartment-164538/
1876,"Sala Kamraeuk, Siem Reap, Siem Reap",$350permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/apartment-164537/
1877,"Toul Svay Prey 1, Chamkarmon, Phnom Penh","$1,000permonth",,,,,Apartment,rent,https://www.realestate.com.kh/rent/toul-svay-prey-1/apartment-164536/
1878,"Phsar Daeum Thkov, Chamkarmon, Phnom Penh",$380permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/phsar-daeum-thkov/apartment-164535/
1879,"Siem Reap, Siem Reap",$300permonth,,,195,,House,rent,https://www.realestate.com.kh/rent/siem-reap/house-164533/
1880,"Svay Dankum, Siem Reap, Siem Reap",$500permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/svay-dankum/apartment-164532/
1881,"Svay Dankum, Siem Reap, Siem Reap",$200permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/svay-dankum/apartment-164531/
1882,"Siem Reap, Siem Reap",$320permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/siem-reap/apartment-164530/
1883,"BKK 3, Chamkarmon, Phnom Penh",$700permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-3/apartment-164529/
1884,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$300permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/apartment-164528/
1885,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$300permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/apartment-164440/
1886,"Khsach Kandal, Kandal",$170permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/khsach-kandal/apartment-164438/
1887,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$500permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/apartment-164437/
1888,"Daun Penh, Phnom Penh",$550permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/daun-penh/apartment-164436/
1889,"Kampot, Kampot",$250permonth,,,,,House,rent,https://www.realestate.com.kh/rent/kampot/house-164435/
1890,"Tumnob Tuek, Chamkarmon, Phnom Penh",$500permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/tumnob-tuek/apartment-164290/
1891,"Sala Kamraeuk, Siem Reap, Siem Reap",$100permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/apartment-164288/
1892,"Svay Dankum, Siem Reap, Siem Reap",$250permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/svay-dankum/apartment-164287/
1893,"Sala Kamraeuk, Siem Reap, Siem Reap",$300permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/apartment-164286/
1894,"Tonle Bassac, Chamkarmon, Phnom Penh","$1,000permonth",,,85,,Apartment,rent,https://www.realestate.com.kh/rent/tonle-bassac/apartment-164285/
1895,"BKK 2, Chamkarmon, Phnom Penh",$500permonth,,,49,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-2/apartment-164284/
1896,"BKK 1, Chamkarmon, Phnom Penh","$1,700permonth",,,,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/apartment-163638/
1897,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$400permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/apartment-163636/
1898,"BKK 3, Chamkarmon, Phnom Penh",$370permonth,,,60,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-3/apartment-163635/
1899,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$600permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/apartment-163634/
1900,"BKK 1, Chamkarmon, Phnom Penh","$1,300permonth",,,,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/apartment-163633/
1901,"Daun Penh, Phnom Penh",$750permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/daun-penh/apartment-163540/
1902,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$350permonth,,,,,Serviced,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/serviced-apartment-163539/
1903,"Toul Kork, Phnom Penh","$2,700permonth",,,,,Condo,rent,https://www.realestate.com.kh/rent/toul-kork/condo-163538/
1904,"Svay Dankum, Siem Reap, Siem Reap",$200permonth,,,,,Flat,rent,https://www.realestate.com.kh/rent/svay-dankum/flat-163535/
1905,"Svay Dankum, Siem Reap, Siem Reap",$200permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/svay-dankum/apartment-163534/
1906,"Sla Kram, Siem Reap, Siem Reap",$200permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/sla-kram/apartment-163532/
1907,"Siem Reap, Siem Reap",$250permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/siem-reap/apartment-163530/
1908,"Siem Reap, Siem Reap",$950permonth,,,,,Villa,rent,https://www.realestate.com.kh/rent/siem-reap/villa-163529/
1909,"Sala Kamraeuk, Siem Reap, Siem Reap",$145permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/sala-kamraeuk/apartment-163528/
1910,"Sla Kram, Siem Reap, Siem Reap",$400permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/sla-kram/apartment-163527/
1911,"Tonle Bassac, Chamkarmon, Phnom Penh",$600permonth,,,70,,Apartment,rent,https://www.realestate.com.kh/rent/tonle-bassac/apartment-163526/
1912,"Veal Vong, 7 Makara, Phnom Penh","$2,300permonth",,,281,,Serviced,rent,https://www.realestate.com.kh/rent/veal-vong/serviced-apartment-163418/
1913,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$250permonth,,,55,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/apartment-163417/
1914,"BKK 3, Chamkarmon, Phnom Penh",$300permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-3/apartment-163416/
1915,"Boeung Trabek, Chamkarmon, Phnom Penh",$250permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/boeung-trabek/apartment-163415/
1916,"Toul Kork, Phnom Penh",$150permonth,,,20,,Flat,rent,https://www.realestate.com.kh/rent/toul-kork/flat-163414/
1917,"BKK 2, Chamkarmon, Phnom Penh",$750permonth,,,240,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-2/apartment-163413/
1918,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$250permonth,,,,,Flat,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/flat-163411/
1919,"Svay Dankum, Siem Reap, Siem Reap",$250permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/svay-dankum/apartment-163410/
1920,"Siem Reap, Siem Reap",$140permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/siem-reap/apartment-163297/
1921,"Siem Reap, Siem Reap",$350permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/siem-reap/apartment-163296/
1922,"Siem Reap, Siem Reap",$395permonth,,,250,,Apartment,rent,https://www.realestate.com.kh/rent/siem-reap/apartment-163295/
1923,"Siem Reap, Siem Reap",$350permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/siem-reap/apartment-163294/
1924,"Toul Svay Prey 2, Chamkarmon, Phnom Penh",$950permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/toul-svay-prey-2/apartment-163293/
1925,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$500permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/apartment-163292/
1926,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$500permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/apartment-163290/
1927,"Daun Penh, Phnom Penh",$750permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/daun-penh/apartment-163289/
1928,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$400permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/apartment-163288/
1929,"BKK 3, Chamkarmon, Phnom Penh","$1,000permonth",,,,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-3/apartment-163287/
1930,"Toul Kork, Phnom Penh",$350permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/toul-kork/apartment-163286/
1931,"BKK 3, Chamkarmon, Phnom Penh",$650permonth,,,79,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-3/apartment-163285/
1932,"Toul Svay Prey 1, Chamkarmon, Phnom Penh",$400permonth,,,,,Serviced,rent,https://www.realestate.com.kh/rent/toul-svay-prey-1/serviced-apartment-163284/
1933,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$300permonth,,,,,House,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/house-163159/
1934,"Sen Sok, Phnom Penh","$2,700permonth",,,238,,Villa,rent,https://www.realestate.com.kh/rent/sen-sok/villa-163158/
1935,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$700permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/apartment-163085/
1936,"BKK 2, Chamkarmon, Phnom Penh",$190permonth,,,30,,Flat,rent,https://www.realestate.com.kh/rent/bkk-2/flat-163084/
1937,"BKK 3, Chamkarmon, Phnom Penh",$600permonth,,,55,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-3/apartment-163083/
1938,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$280permonth,,,30,,Flat,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/flat-163082/
1939,"Daun Penh, Phnom Penh",$730permonth,,,,,Serviced,rent,https://www.realestate.com.kh/rent/daun-penh/serviced-apartment-163081/
1940,"BKK 1, Chamkarmon, Phnom Penh","$1,000permonth",,,,,Serviced,rent,https://www.realestate.com.kh/rent/bkk-1/serviced-apartment-163080/
1941,"BKK 1, Chamkarmon, Phnom Penh","$1,700permonth",,,,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/apartment-163079/
1942,"Boeung Tumpun, Meanchey, Phnom Penh",$275permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/boeung-tumpun/apartment-163078/
1943,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$300permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/apartment-163077/
1944,"BKK 1, Chamkarmon, Phnom Penh",$550permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/bkk-1/apartment-163023/
1945,"Siem Reap, Siem Reap",$180permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/siem-reap/apartment-163022/
1946,"Toul Kork, Phnom Penh",$650permonth,,,49,,Apartment,rent,https://www.realestate.com.kh/rent/toul-kork/apartment-163020/
1947,"Toul Kork, Phnom Penh",$650permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/toul-kork/apartment-163019/
1948,"Sen Sok, Phnom Penh","$1,300permonth",,,,,Villa,rent,https://www.realestate.com.kh/rent/sen-sok/villa-163018/
1949,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$260permonth,,,,,Flat,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/flat-163017/
1950,"Tuek Thla, Sen Sok, Phnom Penh",$300permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/tuek-thla/apartment-163016/
1951,"Kampot, Kampot",$250permonth,,,,,House,rent,https://www.realestate.com.kh/rent/kampot/house-163015/
1952,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$650permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/apartment-163011/
1953,"Sen Sok, Phnom Penh",$600permonth,,,80,,Condo,rent,https://www.realestate.com.kh/rent/sen-sok/condo-163008/
1954,"Tonle Bassac, Chamkarmon, Phnom Penh",$600permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/tonle-bassac/apartment-163007/
1955,"Toul Tum Poung 1, Chamkarmon, Phnom Penh",$500permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/toul-tum-poung-1/apartment-163006/
1956,"Chroy Changvar, Phnom Penh",$320permonth,,,,,Flat,rent,https://www.realestate.com.kh/rent/chroy-changvar/flat-163005/
1957,"Dangkao, Phnom Penh",$200permonth,,,49,,House,rent,https://www.realestate.com.kh/rent/dangkao/house-163004/
1958,"Tonle Bassac, Chamkarmon, Phnom Penh",$650permonth,,,65,,Apartment,rent,https://www.realestate.com.kh/rent/tonle-bassac/apartment-163003/
1959,"Tumnob Tuek, Chamkarmon, Phnom Penh",$450permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/tumnob-tuek/apartment-163001/
1960,"Kampot, Kampot",$200permonth,,,,,Apartment,rent,https://www.realestate.com.kh/rent/kampot/apartment-162844/
1961,"Kampot, Kampot",$150permonth,,,,,House,rent,https://www.realestate.com.kh/rent/kampot/house-162843/
